case_id,chain,target_k,cohort,trip_count,recorded_fractional_route_weight,weighted_lp_objective,cg_certificate,cg_stop_reason,source_path,source_file_sha256,input_sha256,status,matches_last_priced_rmp,last_priced_rmp_objective,endpoint_minus_last_priced_objective,endpoint_source,endpoint_is_final_pool,endpoint_iteration,endpoint_pool_columns,later_unsolved_columns,final_lp_sha256,positive_support_sha256,saved_positive_route_count,mixed_positive_route_count,positive_route_count_above_1e_7,mixed_route_count_above_1e_7,total_saved_positive_lambda,mixed_group_lambda,pure_group_lambda,mixed_lambda_fraction,mixed_group_lambda_above_1e_7,positive_minus_reported_signed_mass,positive_objective_minus_recorded,minimum_trip_coverage_from_positive_support,max_recorded_bound_violation,end_to_end_group_assignment_verified
w1_k21,1,21,k,517,20.999999999999286,2100934.1501255343,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k21/cg.json,5d63fa9c5369e82c6fea3bcd29ff2c1e882f3fbb35a3db308e79f540cf85e935,1a0a37471f17db5809c083bdc82a2ad13d871c96320b638afc2bb31d899952e2,verified_saved_endpoint,True,2100934.1501255343,0.0,last_good_iterate,False,424,203610,30,8c31455651f12443af5ca9b207e92fbdcb0e0ebfd1d1196214b0740ae839f6ea,53ac5cd3a5077cda626eaeb2de5532516930447c86009dd068aa7c20f9a027ec,343,60,307,48,21.00000000000735,3.789615518937296,17.210384481070054,0.1804578818540938,3.789615518933847,8.064660050877137e-12,8.069910109043121e-07,0.9999999999989849,5.329764407591142e-13,True
w2_k21,2,21,k,493,20.999999999999943,2100861.3026837367,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k21/cg.json,5a399798c1eefc486327847a42c4b2ccd2c4e93bcd57649a68d74ef4674b7747,f2ac0f50f42b32fbebbbc860a81e068f0ab1ecaab1c97f22e4dc493b066b9484,verified_saved_endpoint,True,2100861.3026837367,0.0,final_pool_resolve,True,136,151013,0,9def2562b96a9f1355e9d6f42bd1b08498b414f7c8ebbe97535af4768742961e,98eaa7a90b1553ed10c963edbf44638004fe7ab84f9c527f0b63c934a0781a32,353,20,327,13,21.000000000005365,1.2083255517814178,19.791674448223947,0.057539311989576625,1.2083255517802391,5.4214410738495644e-12,5.424953997135162e-07,0.9999999999996628,5.026812299746553e-13,True
w3_k21,3,21,k,493,21.000000000000288,2100846.379779231,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k21/cg.json,9d138548cf619cbf91f783a69e74b46e6db5dfd79659a7a8894deb8204fa0aa4,dab242bca0678fca8b30bdbe9389ea6cda6916939a3a496d6d0432dd0f10cff1,verified_saved_endpoint,True,2100846.379779231,0.0,final_pool_resolve,True,553,127246,0,336b39a118b1c3418041264ee092c4a903b1e724c0dd1d04ab33411c96b68369,54c03d372050f9f25bb8eedadcad31df1fceb734862d5e887783820c9cf4608a,339,43,308,33,21.00000000000579,3.030648986396286,17.969351013609504,0.14431661839978335,3.030648986394307,5.503153488461976e-12,5.508773028850555e-07,0.9999999999997861,8.034128917699945e-13,True
w4_k21,4,21,k,542,21.000000000000252,2100964.863516274,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k21/cg.json,531bc84b1489a47d60c5146f1aba13c1ba747430bc1f95c4cd88814a757a68af,a1838b57a17da0c4f9637f517871b70f6a4f616f1d2833804484ace290f7bdab,verified_saved_endpoint,False,2100964.86399247,-0.00047619594261050224,final_pool_resolve,True,567,155861,0,1b9bf9b3dcf02039297203502f75d1c31ab9ac42f7003f7680c47c2a3e7d2603,14d28173a9cf2ac0bdb21a6261a813c53d54e96baa3d672c8d525b78b60d7c7c,363,45,340,32,21.000000000004302,2.382959704297584,18.61704029570672,0.11347427163319503,2.3829597042946338,4.050093593832571e-12,4.0512531995773315e-07,0.9999999999997459,3.103404217404104e-13,True
w5_k21,5,21,k,519,21.000000000000103,2100956.5360344914,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k21/cg.json,7bec34b423737eb853e29867a43c5fb67f7da647e16095b90bec0c4730f05921,42c8813a6d46e3d7cc289a2808efcc17ae324ad0109b405fd5cd46201aaa3691,verified_saved_endpoint,False,2100956.5380316214,-0.0019971299916505814,final_pool_resolve,True,496,161232,0,ac94336ff4a9db3053cb0ecf50964a2ee057378a86299f7c90917179bb02b518,526156b72c49dc732888315614cb66c1a00b6fe6f328c7e66a7023fdf20d8a4d,339,49,306,37,21.00000000000592,3.00000000000286,18.00000000000306,0.14285714285723877,3.000000000000911,5.81579229219642e-12,5.816109478473663e-07,0.9999999999988435,3.6337599595981374e-13,True
w6_k21,6,21,k,480,20.99999999999962,2100851.1302987584,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k21/cg.json,1b40bd30089b2072440a61a3b9a1db68768f41ea756b410ca46542a0c9c12400,a5f5028e21af3e30b86eb3e9b10b23b320be161a0e038f840dba2e8054423fb7,verified_saved_endpoint,True,2100851.1302987584,0.0,final_pool_resolve,True,531,149726,0,850dc5e0783c9321b49979216c1d323fbcb215e3d08265aa673cc25f4515f518,14c9cd02785830847dd658ff8ae25fdcfa9cb139f98f8e453104e439d8e865ba,314,45,293,39,21.00000000000286,2.8666666666670784,18.13333333333578,0.13650793650793752,2.8666666666657927,3.240074875066057e-12,3.241002559661865e-07,0.999999999999426,5.007660952571769e-13,True
w1_k22,1,22,k,529,21.9999999999995,2200970.613250606,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k22/cg.json,5f2d0d8013f483e8156a6259e87211e04c27d7445039ace4a1c815b6b2396b33,e9b9fb5fa11877ee5fbf2db1ad2b01bb4793d13d34da5de2ac270b071e9d9885,verified_saved_endpoint,True,2200970.613250606,0.0,final_pool_resolve,True,196,209502,0,6bb89e4a8cd71d5426aa601c9270467a1127d29f2e0a1aa37f125b64052a3536,d618f651b2446ae7ddaf7662933dd717f31ea0dee43f776d3048c9bff5664eab,357,52,334,41,22.000000000003396,3.4363287638636595,18.563671236139736,0.15619676199377858,3.4363287638612277,3.8973269056441495e-12,3.8975849747657776e-07,0.9999999999995872,5.532241331707155e-13,True
w2_k22,2,22,k,510,22.000000000000234,2200928.1186187225,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k22/cg.json,c85b1c2c6949e779cd94fca1ec0698edf5760792f2421abac865978238215714,6dd3487797a2bace681ecb9aea2fdd99a2880db11b03789ecef53d3186fbd294,verified_saved_endpoint,True,2200928.1186187225,0.0,final_pool_resolve,True,118,154537,0,8125394066f7cbb0f420ce8e5b548e4c0df10e9e88241492b29edde311cc8332,b54460b8997ab5f9f37d5b0d4490eac3f3f13bae378ed9c0d3657f03f2c06c52,385,24,348,20,22.000000000007667,1.6544368657238384,20.34556313428383,0.07520167571469372,1.6544368657232207,7.432277016050648e-12,7.436610758304596e-07,0.9999999999996438,6.328144706418551e-13,True
w3_k22,3,22,k,508,22.00000000000019,2200899.3664887524,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k22/cg.json,dc11730c191e493a2f5a81502f0ae4e0d6072850546284141cf007354fcb1e57,6f6fe008df2765b6c7f7cc6211922a0910642e0fd1751bcc3d7ede8afce44976,verified_saved_endpoint,True,2200899.3664887524,0.0,final_pool_resolve,True,129,131101,0,2730485b5a034fcf3c9f0f38b194edf0de692011427bef05cd6784e0c0a17d9a,101ed10e7829546fdeecd33abc94e095f56339835f625caf6a77732acc09dc5a,349,37,322,26,22.000000000006235,2.9587130835509763,19.04128691645526,0.13448695834318808,2.958713083548671,6.0467186813184526e-12,6.05359673500061e-07,0.9999999999998104,4.1560983648696824e-13,True
w4_k22,4,22,k,550,21.999999999999705,2200956.220578898,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k22/cg.json,f5513d389753472fb95b9dd18a0972dcce597d53268368f74e6cfe15656320b9,cf50f0082407eb9cb5317797ebcd3a088184fcd27fe8721eac50348d163a66c0,verified_saved_endpoint,True,2200956.220578898,0.0,final_pool_resolve,True,351,166363,0,cf77e6b588b863100d72182ea44106f447dd864304629e22ff1c3d1de4acf2b3,afd868af3153c6d5e29d2c080d6de513522bb745cc05803d26f54a8c2a3b706d,382,45,337,30,22.00000000001057,3.019986192777162,18.98001380723341,0.13727209967162324,3.0199861927724316,1.0864198429771932e-11,1.0863877832889557e-06,0.9999999999996653,7.076439655412186e-13,True
w5_k22,5,22,k,541,21.999999999999492,2200985.033013265,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k22/cg.json,9382dee7b131bbe1ba0df1e5c6ddcee8023bea839af3239370e1fd77acabd7ef,86fcf27aec87222f92c576f4f13e963768724a3e7fa97c91e01d29c985be9cd3,verified_saved_endpoint,False,2200985.033115835,-0.0001025698147714138,final_pool_resolve,True,541,177484,0,8ad95ede357f66e2302c587c6e14d8623fd30bf3ae59c5c2ee38ca0c0ad8845c,c3eb9d59fa9a14d2a53c3402c71df9027bb0b9524ab33e88b983ecb2ee76f9c5,380,36,348,27,22.000000000008573,2.3673469387773856,19.63265306123119,0.10760667903529378,2.367346938774553,9.08073616301408e-12,9.08970832824707e-07,0.9999999999995639,5.242750678036145e-13,True
w6_k22,6,22,k,495,22.00000000000021,2200904.526972498,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k22/cg.json,3c2375266b9b5c1319edc32e615376916f90b5de0afbb22dca53517a47cd84bd,4b7d6fa5b5d9f17c01fb32794ff857687655c6280cbf5ae27c868b3d89f2de67,verified_saved_endpoint,True,2200904.526972498,0.0,final_pool_resolve,True,313,159094,0,0d639b0120599210abbf30a8a801bf30966e0bb7d901a98133e910270cc56b5e,45fc4d67b9ea094fc6b09e2a76fb1aaf8cd950a388a7acb59a2a32f0a656aa4b,316,29,301,29,22.000000000004302,2.688262136532938,19.311737863471365,0.12219373347874603,2.688262136532938,4.092726157978177e-12,4.0978193283081055e-07,0.9999999999996676,1.1696199564426024e-12,True
w1_k23,1,23,k,559,23.000000000000046,2301001.914148759,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k23/cg.json,9421f5f577719ddd058b8cd94340a7a34d07182baea203bda013670cdcb02055,c0b7030e5ab79e62f2927e8135de81a1c1d4f4a9014a6fad7dd63476a4723d92,verified_saved_endpoint,False,2301001.9148308816,-0.0006821225397288799,final_pool_resolve,True,294,218352,0,5af3c7329959dc0c60fc84ff510576c2ca199cd0e5bf94fbe574bedf6daf6712,172c7e03335a7360799016ec2ad7510c5c4a650abe89a8c71c703d2488867163,406,61,367,47,23.00000000000931,3.574411296946015,19.425588703063298,0.15540918682367685,3.5744112969425084,9.265477274311706e-12,9.271316230297089e-07,0.9999999999996628,6.099945682989687e-13,True
w2_k23,2,23,k,547,23.000000000000437,2300978.020775146,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k23/cg.json,f3d094363a8347fc5ae4d9e1b8217206cbfb94879b1a9754fdf2b0eae14f7489,a2638915290d569f171eb93a99f4710ebaed5307ed6e507e56cb375f54213433,verified_saved_endpoint,True,2300978.020775146,0.0,final_pool_resolve,True,338,164684,0,0a06b61e2f1d0dfa8d3100366b0a424a82b8a3d2c06b24e81d5a59861aeebef2,bd84d242231352ad0245358e5b4668c9e29409c596cf15e6b51f685066ee1b98,399,26,369,17,23.00000000000765,1.3584070796467247,21.641592920360925,0.05906117737592491,1.3584070796450516,7.212008767965017e-12,7.213093340396881e-07,0.9999999999996085,5.018116998323219e-13,True
w3_k23,3,23,k,522,23.000000000000416,2300945.26694009,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k23/cg.json,b2798d3e0d988bbd445d9b27d867f75e2deaac9b1f1c36d8bc45b6417d85e3e3,9d934833d3fd268260dbecf0d9ca724bd1cd18498edeb0624253aa5275c88073,verified_saved_endpoint,True,2300945.26694009,0.0,final_pool_resolve,True,130,134983,0,e75f915a38232bcdb19baf0f50693a4ae3be6aa15ea70fabd32913b32f6c2152,e8af0ea78ca5fe1d0cf840ef564b600d1621a584cc1d41c74c549e345c912135,362,33,337,25,23.00000000000773,3.1666666666689367,19.833333333338793,0.1376811594203423,3.1666666666673127,7.315037464650231e-12,7.320195436477661e-07,0.9999999999988646,6.406819519355622e-13,True
w4_k23,4,23,k,563,22.999999999999527,2301002.576455984,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k23/cg.json,5973a570d7bdd4d70ad26ca85ed4c0686b072543f9ec8745c2b16801516588e2,60c2c8618325799d2a3dbb3c2cc3455f6faf3c10e4c1e9f1db18114cee785aaa,verified_saved_endpoint,True,2301002.576455984,0.0,final_pool_resolve,True,325,176096,0,716d6b0fb60b0c28ad3ade3eb1baa45599a57a7b48bfc4b80f86b1a449446225,22acd574c8e5cc485197a4050d681eaa0471abd65e5afedcb9be2301c83404d1,393,67,346,49,23.000000000009337,3.509981417101142,19.490018582908196,0.1526078876999877,3.509981417096917,9.809042467168183e-12,9.806826710700989e-07,0.999999999999378,6.020184351029911e-13,True
w5_k23,5,23,k,549,22.999999999999652,2300979.8709230213,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k23/cg.json,c6a7aa4fee083efa9aa4adb587d84868e1f29e415163d507681d3e1be37c6d6f,2fe73eb08bc9e1732e1a184bd7703ffbde66d7cf20bbe1a82ee43a1900ecf8b1,verified_saved_endpoint,True,2300979.8709230213,0.0,final_pool_resolve,True,371,188592,0,9eacb51eec10edaaf55ecfb538e46b50187e252ccf6d8c737fccf898b807b9af,6388f1fae82fbb41725e7671e46b3cc58f3d3d5703bc470bb75f201b021df3af,401,38,362,28,23.000000000010193,2.4246575342485595,20.575342465761633,0.10541989279336891,2.4246575342451844,1.0540901485001086e-11,1.0547228157520294e-06,0.9999999999989667,6.679101716144942e-13,True
w6_k23,6,23,k,528,23.000000000000377,2300948.4982137107,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k23/cg.json,4be33bf53f5988a969b28809113eeab7814283d8c5f2f07ab30bcf15d1471735,108312f41d51843d43604b0e0d775cd3e974ef7172b99cb0ced1eb57cfa89a68,verified_saved_endpoint,True,2300948.4982137107,0.0,final_pool_resolve,True,531,175027,0,7040f11e2a78f175c9b95168f94b9b67bd4d7ce4d7b0c4c38e0c35a59a97507d,110747a8f03dca4d92cc86cded779b1e56193a98299a515441ca9a477a85a74f,366,40,335,34,23.000000000019273,2.939228298475976,20.0607717015433,0.1277925347162397,2.9392282984739833,1.8896884057539864e-11,1.8905848264694214e-06,0.9999999999997432,1.4326179131884942e-12,True
w1_k24,1,24,k,571,24.00000000000045,2401036.6389897126,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k24/cg.json,90769318cf1a6af85dd220a344c87803006693cbe78c3575a354f426ffeead2f,50bf6011b00cfd4510175c9d2429292fc203159f513a9f08bd031569f527af25,verified_saved_endpoint,True,2401036.6389896283,8.42846930027008e-08,final_pool_resolve,True,389,230034,0,96910d2ef53d943e12f0dbea81b6efb5835bc29f87ee2299eb8cd0586ff178c8,347991451aa8c459495f7592fff2aa99c6148f62106ceabb5bf4abdbf2f3bfdc,393,46,359,40,24.000000000007017,2.773529411766371,21.226470588240645,0.11556372549023168,2.7735294117648155,6.565414878423326e-12,6.565824151039124e-07,0.999999999999453,5.383013727269808e-13,True
w2_k24,2,24,k,559,23.999999999999822,2401018.9193913443,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k24/cg.json,c09e56a318448bd1aab1fd9dc90070f7f30e64e6969ad0f599f8155bd72b16e7,6b5ff365076212078d0e3af2551c30bdf06bd50c77540ac3fb7a0a6264bf6ca5,verified_saved_endpoint,True,2401018.9193913443,0.0,final_pool_resolve,True,79,167035,0,18c48a7d6b7725c7def766131c4695d13b68da56b31b74e2e1eba525905d6d50,0172fe43e1df7788d3908be9ab6ea261072dc687f7942cfb43d9a92cb747cb1b,409,10,385,8,24.000000000008065,1.0047201111287136,22.995279888879352,0.041863337963682336,1.0047201111284245,8.242295734817162e-12,8.242204785346985e-07,0.9999999999995899,6.682316995676852e-13,True
w3_k24,3,24,k,534,24.000000000000398,2400984.3039614363,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k24/cg.json,1b36e0e605f3b52a467b0dbb4636cfef507bc00b152d4560001e77a2ad9b4605,901eb9eea2484884e258e740c3b9b32902cdc25df38f6a21723dd2f49eac23cf,verified_saved_endpoint,True,2400984.3039614363,0.0,final_pool_resolve,True,192,140721,0,1aedf00647df84af8be39d4d56542462158baae22267726aa6501687fc8e3829,221114dc6b47063f48db04723add22b06b9c2435a469272483d8f4af69217255,361,32,340,25,24.00000000000613,2.3965178737246102,21.60348212628152,0.0998549114051666,2.396517873722934,5.730527163905208e-12,5.73229044675827e-07,0.999999999999561,3.6751157672654244e-13,True
w4_k24,4,24,k,580,23.999999999999844,2401067.2498363955,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k24/cg.json,1ba18ba6cb294698b9c5e035c3b34d3d1cafa227cc59f6a0e2d36cdea40c696f,1c33631499e0e410c9e83184fcc266efe357995ad7b4555347424441ff812255,verified_saved_endpoint,True,2401067.2498363955,0.0,final_pool_resolve,True,215,182533,0,b20343c93bc94c59e86102337d15904f1a5a998b3f9aa344c06b7649923ad9ad,58610c45eb4bd1500c0dc929109b232d17b1900af24e3910a46acb88abe350e4,381,54,356,46,24.00000000000576,3.686051772666768,20.31394822733899,0.15358549052774514,3.6860517726649746,5.915268275202834e-12,5.918554961681366e-07,0.9999999999994641,5.844214001626824e-13,True
w5_k24,5,24,k,582,23.99999999999947,2401023.9815073176,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k24/cg.json,ec3549d35146941ecafca5ff88454c818d95e0312f4b77715b1b4a157d006c72,4725defb2e6077d92965a495a665ca674beda2bf46710b88cdb5f7968c8c9b1c,verified_saved_endpoint,False,2401023.982261833,-0.0007545151747763157,final_pool_resolve,True,445,201975,0,b9f6ecb215aa3633a0f66a494eb2228f86f625d47ed67f51e4df65819c0981a3,4d8775fe3ba81d8d5c055cb86793a21f008d32abccfa5cfe0491d2df70d01f83,428,51,406,45,24.00000000000302,2.4273781244130066,21.572621875590013,0.10114075518386255,2.427378124412047,3.5491609651217004e-12,3.5529956221580505e-07,0.9999999999994743,3.5915714846623814e-13,True
w6_k24,6,24,k,544,24.000000000000046,2400964.8932231884,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k24/cg.json,41fa6d0f3cb1897db675239e70a2107bd269029c4b5db399658134c235c8b4aa,708ac7c8de4436af0cf04c7d7a36e693a0319a0bfbf465dfde48bab8c635be23,verified_saved_endpoint,True,2400964.8932231884,0.0,final_pool_resolve,True,309,184283,0,d739fdeec5c2f9a15b665de9f02acfe48e28d551c537ff5a04393a8c9b71e432,fe2954b04d6b84b5a4903cb04995abdd5b0c708c3c7c6f99ec4464af3550a315,379,37,361,35,24.000000107993923,3.085875819317178,20.914124288676746,0.12857815855964658,3.085875819316877,1.0799387695215046e-07,0.010802499018609524,0.999999999999738,1.0798901449073889e-07,True
w1_k25,1,25,k,608,24.999999999999144,2501086.661050973,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k25/cg.json,6a4b945e3d249d8f26d931bc568a3943f2b4d4d9357e6e504ec74923b7a7dd46,0b7bc72831fc650cdea935116d7904a6960849b301d19cfa9a850e6be9c50fb7,verified_saved_endpoint,True,2501086.6610510293,-5.634501576423645e-08,final_pool_resolve,True,251,237601,0,83ecfce4c441aa758290e08bfb8d970a053c0f55cd8b9af29b42e5fe40897bca,786189d4888f44d5beb8ee8d1222eb96abc1cfbab217d4668dfc81df5b754f83,446,68,406,51,25.000000000004388,2.7755020760906786,22.22449792391371,0.11102008304360766,2.7755020760874722,5.243805389909539e-12,5.243346095085144e-07,0.9999999999992752,4.812063039416578e-13,True
w2_k25,2,25,k,573,25.00000000000041,2501068.87214004,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k25/cg.json,2fb4b0ec2a10b741559e6633f25d2152c2f63d70423c923ca56177fdff35c819,6c2b55b601a64a7453c6517bac6b0d7eaf16fd1a79c0d88b4c68194844e40aa3,verified_saved_endpoint,True,2501068.87214004,0.0,final_pool_resolve,True,117,170528,0,c2d9752bac37c59d07a6398c3e97ed8928ee7c2392a57efa35b5ccedf1aad833,45e1b58c2724f35bae44b033b1a0bc7671d4016816f87ec3e0779f07b26cbdbc,422,17,400,14,25.00000094207347,0.9515742969306703,24.0484266451428,0.03806297044290222,0.9515742969301493,9.420730613385331e-07,0.09423444513231516,0.9999999999997455,9.420701134814814e-07,True
w3_k25,3,25,k,551,24.999999999999968,2501050.534125112,True,certified,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k25/cg.json,e6180014d794e4cdb16923ee78c7ddf7771123ebce20a2ec6783221efa271ea5,4d15a0c3804cbb85904d5fa6a51dde2140f04f24765f40ebde75382d2e2036f2,verified_saved_endpoint,True,2501050.534125112,0.0,final_pool_resolve,True,137,144817,0,22692bfd0d2f0353d3d2e1fe47773ea7710e0849c7671e9d98c58540becd6a40,d835c78a9fd2a535b317c026b3e626c488f3058d6789de35ceaa7648ceffb00b,395,40,379,36,25.000000000004547,2.489325842697781,22.510674157306767,0.09957303370789312,2.489325842696869,4.579447931973846e-12,4.5821070671081543e-07,0.999999999999651,4.139466547314896e-13,True
w4_k25,4,25,k,617,24.9999999999998,2501114.727232925,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k25/cg.json,ba1a1397f84f202847dca4d6a577ffe24b0b436925ae4e8f611dc057967b66c5,86894981fc7618414b4c5683c87e18198b0c6d40561ab55af72b2044458a6e07,verified_saved_endpoint,True,2501114.7272329796,-5.448237061500549e-08,final_pool_resolve,True,332,192530,0,28169ee1b0f4957cf7cd925bc8c782ad7b91191b11840e25c6423d73c5f83e05,0c7e5d35e9d830b4030797b0654950629ea4dfda45bbb0446d0a5c11db933d7e,463,56,446,53,25.000000000002345,3.9747658973388478,21.025234102663497,0.158990635893539,3.974765897338303,2.5437429940211587e-12,2.5425106287002563e-07,0.9999999999995753,2.9405405577448723e-13,True
w5_k25,5,25,k,624,25.00000000000019,2501085.1425092667,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k25/cg.json,5fbef70027639a27c97d0c316d9516bac30c270ce5d9155e03be464242b67f94,c16a85cdc05d7cbf0ecd4ac0de2e295d9cddf3800b961cb9f3e1e4fca446a908,verified_saved_endpoint,True,2501085.142509227,3.958120942115784e-08,final_pool_resolve,True,190,207717,0,4ea39ae57e244dc57030ddbed5d06873a5b92d126e16eb35bf3b7719011013f5,eff45dbc2c28d12df29371184bb80e218c255d3997e425a30da2ef72fe5d4e9e,494,39,463,31,25.00000000000507,2.374284908605776,22.625715091399293,0.09497139634421177,2.3742849086037494,4.881428594671888e-12,4.884786903858185e-07,0.9999999999996245,5.031738914418327e-13,True
w6_k25,6,25,k,580,24.999999999999908,2501016.39400139,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k25/cg.json,338142c85f87bfaf1c9988f2e530c92634a208b797a98215d27bf4357a65d33c,ea32b999933f129d45b9c6bfe5d2efe541b78eae5381e0e911ecc185d8d28bb7,verified_saved_endpoint,False,2501016.3946368555,-0.000635465607047081,final_pool_resolve,True,320,193919,0,ceccccee3f6d171e25700c97617da4d819fcc6695201e4ce30cdd2d66d205faf,78049bb758f0efdeeb8d5031ef6e61e7c7387b92cf8261ead1a9ba1659cf3e8c,421,35,402,29,25.000000000002956,3.2101616628176544,21.7898383371853,0.128406466512691,3.210161662816866,3.0482283364108298e-12,3.050081431865692e-07,0.9999999999952391,2.3162114587416127e-13,True
w1_k26,1,26,k,623,26.000000000000245,2601093.9134489936,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260914/cases/w1_k26/cg.json,772edc543c515ba9208218d4d5beecb7ae1a8a5f0892c9dc60cc4ece32dd6cde,ea3b55b160606ebb9c88d0a54cb5193ecdf5df85541c81df12c6b73d452da5e6,verified_saved_endpoint,True,2601093.9134489936,0.0,last_good_iterate,False,292,246346,30,168c501cf81bb51c2bf222d93da45ae5f01bdd39a94b2510f7f29cff2ef66248,6ae7ba82fd76f86b2c122bb52643c8f493924dfdc99f33e6385ea04802aad501,448,52,426,46,26.000000000005365,2.6666666666678775,23.333333333337485,0.10256410256412797,2.6666666666665995,5.119460411151522e-12,5.122274160385132e-07,0.9999999999997272,4.022440156446762e-13,True
w2_k26,2,26,k,594,25.99999999999986,2601092.9832857917,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260914/cases/w2_k26/cg.json,8c9f0e1dfa83fb7522ea30b5e48b98e4428fadd5a8ec35d9f5688ffd0fd04d76,00f7fb119057feb069e97f988529858dfff859ac6118350e29337c888c29ca12,verified_saved_endpoint,True,2601092.983285766,2.561137080192566e-08,final_pool_resolve,True,342,180809,0,c90aede668cae490f3c02e24f5cbed22eedff96583f69d5915f684cff81788cf,d907cfc10bf3e00ca78617d8a31d905d1949d3f71f8ba49b14952b6b23e3fed1,456,14,411,9,26.000000000022133,0.8897365648058999,25.110263435216233,0.0342206371078901,0.8897365648036978,2.227196205240034e-11,2.2277235984802246e-06,0.9999999999992917,2.04606800342047e-12,True
w3_k26,3,26,k,564,25.99999999999945,2601094.794384886,True,certified,/home/nc437/ladder-lite/chain_extension_20260914/cases/w3_k26/cg.json,fe1b4e7ba0b9f90fa7a2d48bf27fe5553f9d6f78947a28ecda4fff5e0f0d8444,9a3d4e5ab589cec5aa5ee0d1e4258dcbf4fb09b7f90938b4315824fbe068d7d5,verified_saved_endpoint,True,2601094.794384886,0.0,final_pool_resolve,True,126,148580,0,236c05a20f959f9e7ffc6ed30375e116616634c2e9ce6f1f03e06a34faa943f6,52da4d1a0d371b1441238c07bea43d27c6bb28dc3621c9302bb5c973a9e134f5,413,45,391,40,26.00000000000313,2.5742845544974204,23.42571544550571,0.09901094440373502,2.574284554496609,3.680611371237319e-12,3.6833807826042175e-07,0.9999999999995026,3.5607166357338737e-13,True
w4_k26,4,26,k,638,25.999999999999773,2601138.7378292633,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260914/cases/w4_k26/cg.json,8353c798322153803511a67cd02a0fc5d984f14a6918d9bbe7039f8ee5a00a93,b2f05813485fee555239a1780836067d28dffdeb0842ad9cd97247372b0636a0,verified_saved_endpoint,True,2601138.737829285,-2.1886080503463745e-08,final_pool_resolve,True,425,205301,0,28e1bb283e53c7e1ad98706c161ea4e819a937a8c9aee04802924aba8635ee03,358fd6275dcf932db94356dde543f12574205b2ea6a0ee2c026454f636d60f57,447,59,415,51,26.00000000000867,4.089311946711713,21.910688053296955,0.15728122871962882,4.0893119467098265,8.895995051716454e-12,8.898787200450897e-07,0.9999999999994703,4.848769914861979e-13,True
w5_k26,5,26,k,636,25.999999999999723,2601120.261541681,False,wall_limit,/home/nc437/ladder-lite/chain_extension_20260914/cases/w5_k26/cg.json,db4a6557510067e9b7835585142cdf463ba1abbe261678ce09c3d0ec12f31b63,e203ab1c1eab871ec2f993133ad37e6945403fb4957023600a4a6352f7c16b7c,verified_saved_endpoint,True,2601120.2615417014,-2.0489096641540527e-08,final_pool_resolve,True,248,215169,0,c61a13e54738efb453b87827cb3c737f2e4a2720c9e9aa13921852400c35657d,28ecba43c550acd2fc26d0d4b26c0014d46d58e6fca71326d94b9ecec6d1a161,485,48,454,40,26.000000000006967,2.451831295395582,23.548168704611385,0.09430120366903558,2.4518312953936587,7.243983191074221e-12,7.245689630508423e-07,0.9999999999995872,4.007894655330147e-13,True
