VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13303,PARX,4:33,24:53,PARX,20.2,375.657,PARX,Regular,5515.0,1.0,PC_7,13215.0,4:45,5:06,GMV_G,7581.0,0.21,0.0,98.8284988,,9.319,18.6380005,91.0304947,,569
13301,PARX,4:29,24:20,PARX,19.33,327.028,PARX,Regular,5518.0,1.0,JON_A,13410.0,4:45,4:57,PC_7,13215.0,0.12,0.0,94.644577,,5.133,10.2659998,90.34935,1,769
13301,PARX,4:29,24:20,PARX,19.33,327.028,PARX,Regular,5513.0,1.0,PC_5,13215.0,4:57,5:26,HED_E,3127.0,0.29,0.0,90.34935,,10.088,20.1809998,81.905777,2,360
13304,PARX,4:43,25:55,PARX,19.04,323.022,PARX,Regular,5519.0,1.0,JON_A,13410.0,4:59,5:12,PC_9,13215.0,0.13,0.03,94.644577,,6.171,12.342,89.4807739,,880
13305,PARX,4:51,18:05,PARX,13.14,240.256,PARX,Regular,5513.0,2.0,6480,,5:09,5:27,PC_5,13215.0,0.18,0.0,92.6362839,,8.062,16.1240005,85.8901291,,361
13304,PARX,4:43,25:55,PARX,19.04,323.022,PARX,Regular,5515.0,1.0,PC_7,13215.0,5:15,5:36,GMV_G,7581.0,0.21,0.0,89.4786835,,9.319,18.6380005,81.6806793,,571
13303,PARX,4:33,24:53,PARX,20.2,375.657,PARX,Regular,5515.0,2.0,GMV_H,7581.0,5:18,5:42,PC_7,13215.0,0.24,0.0,90.8143311,,9.153,18.3059998,83.1552353,,572
13308,PARX,5:05,23:31,PARX,18.08,302.744,PARX,Regular,5510.0,2.0,1310,,5:26,5:42,PC_10,13215.0,0.16,0.0,93.1383667,,5.387,10.7740002,88.6306076,,225
13305,PARX,4:51,18:05,PARX,13.14,240.256,PARX,Regular,5513.0,1.0,PC_5,13215.0,5:27,5:56,HED_E,3127.0,0.29,0.0,85.8901291,,10.088,20.1809998,77.4465408,,362
13301,PARX,4:29,24:20,PARX,19.33,327.028,PARX,Regular,5513.0,2.0,HED_D,3127.0,5:34,5:57,PC_5,13215.0,0.23,0.0,81.8597488,,9.931,19.8619995,73.5496368,3,363
13312,PARX,5:16,25:44,PARX,20.28,376.777,PARX,Regular,5514.0,2.0,ÖS_H,7880.0,5:34,5:57,PC_6,13215.0,0.23,0.0,95.1466446,,8.205,16.4099998,88.2808228,,490
13309,PARX,5:12,19:05,PARX,13.47,234.487,PARX,Regular,5510.0,2.0,HED_D,3127.0,5:37,6:07,PC_10,13215.0,0.3,0.0,91.2974396,,10.664,21.3279991,82.3739624,,226
13308,PARX,5:05,23:31,PARX,18.08,302.744,PARX,Regular,5519.0,2.0,PC_9,13215.0,5:42,5:57,JON_B,13410.0,0.15,0.0,88.6306076,,6.191,12.3870001,83.4479752,,882
13304,PARX,4:43,25:55,PARX,19.04,323.022,PARX,Regular,5515.0,2.0,GMV_H,7581.0,5:43,6:07,PC_7,13215.0,0.24,0.0,81.4679947,,9.153,18.3059998,73.8088989,,573
13314,PARX,5:33,18:15,PARX,11.57,183.165,PARX,Regular,5515.0,1.0,PC_7,13215.0,5:45,6:06,GMV_G,7581.0,0.21,0.0,98.8284988,,9.319,18.6380005,91.0304947,,574
