VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,1.0,PC_7,13215.0,6:10,6:31,GMV_G,7581.0,0.21,0.0,98.8284988,,9.319,18.6380005,91.0304947,,576
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5502.0,1.0,13329,,6:40,7:00,6480,,0.2,0.0,96.8202133,,11.706,23.4120007,87.0248108,,214
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,2.0,GMV_H,7581.0,6:43,7:07,PC_7,13215.0,0.24,0.0,90.8143311,,9.153,18.3059998,83.1552353,,580
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,1.0,PC_5,13215.0,6:47,7:19,HED_E,3127.0,0.32,0.03,98.8284988,,10.088,20.1809998,90.3849182,,370
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5510.0,1.0,PC_10,13215.0,7:07,7:44,HED_E,3127.0,0.37,0.02,83.1552353,,11.168,22.3409996,73.80793,,236
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5502.0,1.0,13329,,7:10,7:31,6480,,0.21,0.0,96.8202133,,11.706,23.4120007,87.0248108,,215
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5518.0,1.0,13311,,7:21,7:27,PC_7,13215.0,0.06,0.0,79.235733,,1.938,3.87599993,77.6140366,,782
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5510.0,1.0,3127,,7:22,7:36,13215,,0.14,0.04,90.3828278,,9.735,19.4699993,82.2367249,,240
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:27,7:42,JON_B,13410.0,0.15,0.05,77.6140366,,6.191,12.3870001,72.4314117,,893
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:40,7:45,13722,,0.05,0.02,82.2339325,,2.59,5.17999983,80.0666656,,895
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5510.0,1.0,3127,,7:46,8:00,13215,,0.14,0.0,73.8065338,,9.735,19.4699993,65.6604385,,245
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5519.0,1.0,13722,,7:47,7:52,PC_9,13215.0,0.05,0.05,80.0652695,,2.518,5.03599977,77.958252,,896
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:47,8:02,JON_B,13410.0,0.15,0.03,80.2447586,,6.191,12.3870001,75.0621338,,897
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5519.0,1.0,JON_A,13410.0,7:53,8:07,PC_9,13215.0,0.14,0.0,80.1922226,,6.171,12.342,75.0284271,,898
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,1.0,PC_5,13215.0,7:57,8:30,HED_E,3127.0,0.33,0.0,77.9547653,,10.088,20.1809998,69.5111847,,381
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5513.0,1.0,PC_5,13215.0,8:07,8:40,HED_E,3127.0,0.33,0.0,75.0284271,,10.088,20.1809998,66.5848465,,382
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5502.0,1.0,13329,,8:10,8:30,6480,,0.2,0.0,62.7295914,,11.706,23.4120007,52.9341812,,217
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,1.0,JON_A,13410.0,8:13,8:27,PC_9,13215.0,0.14,0.0,83.7464676,,6.171,12.342,78.5826721,,900
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5510.0,1.0,PC_10,13215.0,8:27,9:03,HED_E,3127.0,0.36,0.0,78.5826721,,11.168,22.3409996,69.2353592,,254
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,2.0,HED_D,3127.0,8:32,8:57,PC_5,13215.0,0.25,0.13,69.4693375,,9.931,19.8619995,61.1592293,,386
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5519.0,2.0,PC_9,13215.0,8:47,9:02,JON_B,13410.0,0.15,0.0,46.1534348,,6.191,12.3870001,40.9708099,,904
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5519.0,1.0,JON_A,13410.0,9:03,9:17,PC_9,13215.0,0.14,0.0,40.8871307,,6.171,12.342,35.7233276,,906
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,1.0,PC_7,13215.0,9:10,9:34,GMV_G,7581.0,0.24,0.0,61.1501617,,9.319,18.6380005,53.3521576,,598
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5510.0,1.0,PC_10,13215.0,9:17,9:53,HED_E,3127.0,0.36,0.0,35.7233276,,11.168,22.3409996,26.3760204,,257
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5510.0,2.0,HED_D,3127.0,9:18,9:47,PC_10,13215.0,0.29,0.0,86.8404694,,10.664,21.3279991,77.9169922,,258
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,2.0,GMV_H,7581.0,9:42,10:07,PC_7,13215.0,0.25,0.03,53.1387787,,9.153,18.3059998,45.4796867,,601
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,9:47,10:02,JON_B,13410.0,0.15,0.02,77.9169922,,6.191,12.3870001,72.7343674,,909
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,10:05,10:17,PC_7,13215.0,0.12,0.0,72.6492996,,5.133,10.2659998,68.3540726,,800
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,1.0,PC_7,13215.0,10:10,10:34,GMV_G,7581.0,0.24,0.0,45.4775963,,9.319,18.6380005,37.6795959,,604
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,10:17,10:32,JON_B,13410.0,0.15,0.0,68.3540726,,6.191,12.3870001,63.1714516,,911
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5510.0,2.0,HED_D,3127.0,10:18,10:47,PC_10,13215.0,0.29,0.03,73.6422653,,10.664,21.3279991,64.7187881,,262
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,1.0,JON_A,13410.0,10:34,10:47,PC_9,13215.0,0.13,0.0,63.0870743,,6.171,12.342,57.9232826,,912
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,2.0,GMV_H,7581.0,10:42,11:07,PC_7,13215.0,0.25,0.0,37.4662132,,9.153,18.3059998,29.8071213,,607
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,10:47,11:02,JON_B,13410.0,0.15,0.02,57.9232826,,6.191,12.3870001,52.7406502,,913
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,1.0,PC_7,13215.0,10:50,11:14,GMV_G,7581.0,0.24,0.0,64.7166977,,9.319,18.6380005,56.9186935,,608
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,11:05,11:17,PC_7,13215.0,0.12,0.0,52.6555786,,5.133,10.2659998,48.360363,,806
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5513.0,1.0,PC_5,13215.0,11:17,11:48,HED_E,3127.0,0.31,0.0,48.360363,,10.088,20.1809998,39.9167824,,403
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,2.0,GMV_H,7581.0,11:22,11:47,PC_7,13215.0,0.25,0.03,56.7053146,,9.153,18.3059998,49.0462227,,612
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,1.0,PC_7,13215.0,11:50,12:14,GMV_G,7581.0,0.24,0.0,49.0441322,,9.319,18.6380005,41.2461319,,616
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5513.0,2.0,HED_D,3127.0,11:52,12:17,PC_5,13215.0,0.25,0.0,39.8735504,,9.931,19.8619995,31.5634365,,406
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,2.0,PC_7,13215.0,12:17,12:34,JON_B,13410.0,0.17,0.0,31.5634365,,5.137,10.2790003,27.2627792,,813
13317,PARX,5:58,24:33,PARX,18.35,317.832,PARX,Regular,5515.0,2.0,GMV_H,7581.0,12:22,12:47,PC_7,13215.0,0.25,0.0,41.0327492,,9.153,18.3059998,33.3736572,,620
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,12:45,12:57,PC_7,13215.0,0.12,0.0,48.081459,,5.133,10.2659998,43.7862434,,816
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,2.0,PC_7,13215.0,12:57,13:14,JON_B,13410.0,0.17,0.0,43.7862434,,5.137,10.2790003,39.4855843,,817
