VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5502.0,1.0,13329,,6:40,7:00,6480,,0.2,0.0,96.8202133,,11.706,23.4120007,87.0248108,,214
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5502.0,1.0,13329,,7:10,7:31,6480,,0.21,0.0,96.8202133,,11.706,23.4120007,87.0248108,,215
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5518.0,1.0,13311,,7:21,7:27,PC_7,13215.0,0.06,0.0,79.235733,,1.938,3.87599993,77.6140366,,782
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:27,7:42,JON_B,13410.0,0.15,0.05,77.6140366,,6.191,12.3870001,72.4314117,,893
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:47,8:02,JON_B,13410.0,0.15,0.03,80.2447586,,6.191,12.3870001,75.0621338,,897
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5519.0,1.0,JON_A,13410.0,7:53,8:07,PC_9,13215.0,0.14,0.0,80.1922226,,6.171,12.342,75.0284271,,898
13319,PARX,6:25,25:57,PARX,16.11,272.896,PARX,Regular,5513.0,1.0,PC_5,13215.0,8:07,8:40,HED_E,3127.0,0.33,0.0,75.0284271,,10.088,20.1809998,66.5848465,,382
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,1.0,JON_A,13410.0,8:13,8:27,PC_9,13215.0,0.14,0.0,83.7464676,,6.171,12.342,78.5826721,,900
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5510.0,1.0,PC_10,13215.0,8:27,9:03,HED_E,3127.0,0.36,0.0,78.5826721,,11.168,22.3409996,69.2353592,,254
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5510.0,2.0,HED_D,3127.0,9:18,9:47,PC_10,13215.0,0.29,0.0,86.8404694,,10.664,21.3279991,77.9169922,,258
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,9:47,10:02,JON_B,13410.0,0.15,0.02,77.9169922,,6.191,12.3870001,72.7343674,,909
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,10:05,10:17,PC_7,13215.0,0.12,0.0,72.6492996,,5.133,10.2659998,68.3540726,,800
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,10:17,10:32,JON_B,13410.0,0.15,0.0,68.3540726,,6.191,12.3870001,63.1714516,,911
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,1.0,JON_A,13410.0,10:34,10:47,PC_9,13215.0,0.13,0.0,63.0870743,,6.171,12.342,57.9232826,,912
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5519.0,2.0,PC_9,13215.0,10:47,11:02,JON_B,13410.0,0.15,0.02,57.9232826,,6.191,12.3870001,52.7406502,,913
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,11:05,11:17,PC_7,13215.0,0.12,0.0,52.6555786,,5.133,10.2659998,48.360363,,806
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5513.0,1.0,PC_5,13215.0,11:17,11:48,HED_E,3127.0,0.31,0.0,48.360363,,10.088,20.1809998,39.9167824,,403
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5513.0,2.0,HED_D,3127.0,11:52,12:17,PC_5,13215.0,0.25,0.0,39.8735504,,9.931,19.8619995,31.5634365,,406
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,2.0,PC_7,13215.0,12:17,12:34,JON_B,13410.0,0.17,0.0,31.5634365,,5.137,10.2790003,27.2627792,,813
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,12:45,12:57,PC_7,13215.0,0.12,0.0,48.081459,,5.133,10.2659998,43.7862434,,816
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,2.0,PC_7,13215.0,12:57,13:14,JON_B,13410.0,0.17,0.0,43.7862434,,5.137,10.2790003,39.4855843,,817
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,1.0,JON_A,13410.0,13:25,13:37,PC_7,13215.0,0.12,0.0,59.2034645,,5.133,10.2659998,54.9082451,,820
13322,PARX,6:55,17:43,PARX,10.48,220.505,PARX,Regular,5518.0,2.0,PC_7,13215.0,13:37,13:54,JON_B,13410.0,0.17,0.0,54.9082451,,5.137,10.2790003,50.6075859,,821
