cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,candidate_rank,candidate_seed,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,direct_compatibility_density,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
k03_p1,3,1,probability,1,fixed_seed_probability_1,1,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p01_20260902.csv,d2b7ab0da816919a0b8967af113f5a012190aa5eb7bef03bbcb14d60c5595355,"[""13318"",""13405"",""13406""]",05bfd0365b06b57c844f4573548de4300dbb121c15a5d71e0418f6c1fe0f0ce4,3,True,6d211ec3ee368920a4dce4a9e685d45cce016feb338c85a37f6ce829c1910e75,60,3,0.063276836158,1672.20098746,557.400329153,33,0.460072458,7.0,1216
k03_p2,3,2,probability,2,fixed_seed_probability_2,2,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p02_20260902.csv,589306a9ff6061f3140e03b89f47a4f858d977a144933f7d7cf840382b81d7af,"[""13308"",""13401"",""13410""]",e389cf8fe84bccc76704465518a2df3bfad3156b90b7b53ba56288e02109d84b,3,True,9565a169b5f51fc91c8a89d48a64c846b0c14d3a62caf7c70819a587f0cae53d,58,3,0.055051421658,1663.6889894,554.562996467,31,0.431379173,7.0,1286
k03_p3,3,3,probability,3,fixed_seed_probability_3,3,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p03_20260902.csv,885b38ef17faef49705ca71017e88fb8df35ec8b427abf257b663b889b9b5cda,"[""13303"",""13318"",""13405""]",a5ba02fc603e8db4b5c20a4fa060e2d0f597e9e464e8760166cc68a2b5ad00bd,3,True,3e07083336312c56a94458d9f814ac563575d4a9463d6bf9048ee665df5de75f,100,3,0.074141414141,1810.30998666,603.43666222,54,0.502195181,2.0,1238
k03_p4,3,4,probability,4,fixed_seed_probability_4,4,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p04_20260902.csv,2915f9331968115dd0f384517c0b6fb2698805a1acb8f921821ceb11b67fb8b0,"[""13311"",""13316m"",""13322""]",26c2a3b048b4145bd160805822bbffc879d8f80312676a677ddf1368b91f80a7,3,True,d7db66b860060421e79119ea90193a03e287525c97083099e88882472054521e,63,3,0.130056323605,1027.45499166,342.48499722,26,0.242810453,3.0,806
k03_p5,3,5,probability,5,fixed_seed_probability_5,5,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p05_20260902.csv,595d4fcc2ad652a8326af741a86e70fe74c54893dc646bfb959093effe6a0ec2,"[""13405"",""13407"",""13413""]",0b0f9114f75b841374a85066d8dcace59f6f3ee0bea3bda3a92f980d1c3e3bd9,3,True,af26747b8d4cc169f5f1fa6ddff7921e9481ef320ae3697f40ef86f25788ba73,45,3,0.09696969697,1894.7899885,631.596662833,17,0.108866211,7.5,1216
k03_p6,3,6,probability,6,fixed_seed_probability_6,6,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_p06_20260902.csv,f5e34e8f1a3bb78d43c5239fbf574de2aede2b1008ec7dfaa2521ac08382527b,"[""13301"",""13413"",""13414""]",6d0e29085301047fcd9d6ca326290dbe3d6ddd21dfeef330bb7fabb6b8d11ae4,3,True,5ad90103c51d0525a8d15b9978816e3b15175f878dd28abe98b79d8a5bfbc68a,63,3,0.05120327701,1735.42499136,578.47499712,36,0.508432298,8.0,1161
k03_xgap,3,7,stress,3,tight_gap,75,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_xgap_20260902.csv,e3261a001a9575bc7f08aae556af6686151339083e5aa3139a2f385d799fc478,"[""13302"",""13307"",""13310""]",acccd933637197ac4062c9d4824de3279b724e7e34a78f32d6889384c8eb754d,3,True,a1d0879dca68be5b4f9e9a41454a41e16c9ff8bd6ad3f7ca889e348121066a73,89,3,0.093718079673,1431.17298344,477.057661147,50,0.500220883,1.0,1257
k03_xenergy,3,8,stress,2,energy_heavy,150,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_xenergy_20260902.csv,393a4f16c82a01487f782f0909264ad7f3d5eb8d99fd631f4251c7a59a6a85ec,"[""13302"",""13303"",""13409""]",c2848cd69c9567b97a4772190ac6322f5987c26cdc29fa51eb76f9bc7b6db8fa,3,True,d026b6c6293f71ebbec8b1214e181abbcf144ab52f6aa21dfc958c3ae0d5e653,121,3,0.067906336088,2217.19098236,739.063660787,54,0.411068764,2.0,1260
k03_xtrip,3,9,stress,1,trip_heavy,338,2026090203,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k03_xtrip_20260902.csv,abf52098990f2c9e26ca5fd9dbaa3ca65d440c707ed30aa5c389a74895aabb93,"[""13302"",""13304"",""13325""]",7d595c3ae9783fc76743e2cc5427a49e371776c6c6de4ce7aaaa0de92c52594a,3,True,dd9dc82f385a10272252d6783a160841a3eab64cb9e1244e429802d855c6ac21,129,3,0.087330426357,1985.11598078,661.705326927,50,0.124514561,1.0,1257
k04_p1,4,1,probability,1,fixed_seed_probability_1,1,2026090204,data/scale_ladder/instances/transition_gap_20260902/Practice_Custom_DutyUnion_k04_p01_20260902.csv,1bc320cd3c6fbfcb8a706666ecfce676656c351d315cb7325338083d46c94a04,"[""13302"",""13314"",""13319"",""13324muw""]",e146d5df19c2f42c7072a70288dc1c1a3d9f99725bb1648ee5d7e72f72bcf1c6,4,True,38ec6cf36ce6f7aebb9dfa596cd51c807ecf7a6d0ebf1538e29ba637bb7e3b53,110,4,0.083069224354,1822.79298303,455.698245757,50,0.497597534,2.0,1257
