time_block,station,cost
0.0,PARX,0.036586242838337
0.0,JON_A,0.036586242838337
0.0,2190L,0.036586242838337
0.0,4808,0.036586242838337
0.0,3127L,0.036586242838337
0.0,7880C,0.036586242838337
1.0,PARX,0.045154785982579
1.0,JON_A,0.045154785982579
1.0,2190L,0.045154785982579
1.0,4808,0.045154785982579
1.0,3127L,0.045154785982579
1.0,7880C,0.045154785982579
2.0,PARX,0.0612037603231356
2.0,JON_A,0.0612037603231356
2.0,2190L,0.0612037603231356
2.0,4808,0.0612037603231356
2.0,3127L,0.0612037603231356
2.0,7880C,0.0612037603231356
3.0,PARX,0.0874922250329046
3.0,JON_A,0.0874922250329046
3.0,2190L,0.0874922250329046
3.0,4808,0.0874922250329046
3.0,3127L,0.0874922250329046
3.0,7880C,0.0874922250329046
4.0,PARX,0.1247886543116282
4.0,JON_A,0.1247886543116282
4.0,2190L,0.1247886543116282
4.0,4808,0.1247886543116282
4.0,3127L,0.1247886543116282
4.0,7880C,0.1247886543116282
5.0,PARX,0.1698455515936454
5.0,JON_A,0.1698455515936454
5.0,2190L,0.1698455515936454
5.0,4808,0.1698455515936454
5.0,3127L,0.1698455515936454
5.0,7880C,0.1698455515936454
6.0,PARX,0.2146230887085224
6.0,JON_A,0.2146230887085224
6.0,2190L,0.2146230887085224
6.0,4808,0.2146230887085224
6.0,3127L,0.2146230887085224
6.0,7880C,0.2146230887085224
7.0,PARX,0.2481064083012308
7.0,JON_A,0.2481064083012308
7.0,2190L,0.2481064083012308
7.0,4808,0.2481064083012308
7.0,3127L,0.2481064083012308
7.0,7880C,0.2481064083012308
8.0,PARX,0.2605663355252355
8.0,JON_A,0.2605663355252355
8.0,2190L,0.2605663355252355
8.0,4808,0.2605663355252355
8.0,3127L,0.2605663355252355
8.0,7880C,0.2605663355252355
9.0,PARX,0.2481064083012308
9.0,JON_A,0.2481064083012308
9.0,2190L,0.2481064083012308
9.0,4808,0.2481064083012308
9.0,3127L,0.2481064083012308
9.0,7880C,0.2481064083012308
10.0,PARX,0.2146230887085224
10.0,JON_A,0.2146230887085224
10.0,2190L,0.2146230887085224
10.0,4808,0.2146230887085224
10.0,3127L,0.2146230887085224
10.0,7880C,0.2146230887085224
11.0,PARX,0.1698455515936454
11.0,JON_A,0.1698455515936454
11.0,2190L,0.1698455515936454
11.0,4808,0.1698455515936454
11.0,3127L,0.1698455515936454
11.0,7880C,0.1698455515936454
12.0,PARX,0.1247886543116282
12.0,JON_A,0.1247886543116282
12.0,2190L,0.1247886543116282
12.0,4808,0.1247886543116282
12.0,3127L,0.1247886543116282
12.0,7880C,0.1247886543116282
13.0,PARX,0.0874922250329046
13.0,JON_A,0.0874922250329046
13.0,2190L,0.0874922250329046
13.0,4808,0.0874922250329046
13.0,3127L,0.0874922250329046
13.0,7880C,0.0874922250329046
14.0,PARX,0.0612037603231356
14.0,JON_A,0.0612037603231356
14.0,2190L,0.0612037603231356
14.0,4808,0.0612037603231356
14.0,3127L,0.0612037603231356
14.0,7880C,0.0612037603231356
15.0,PARX,0.045154785982579
15.0,JON_A,0.045154785982579
15.0,2190L,0.045154785982579
15.0,4808,0.045154785982579
15.0,3127L,0.045154785982579
15.0,7880C,0.045154785982579
16.0,PARX,0.036586242838337
16.0,JON_A,0.036586242838337
16.0,2190L,0.036586242838337
16.0,4808,0.036586242838337
16.0,3127L,0.036586242838337
16.0,7880C,0.036586242838337
17.0,PARX,0.032561360623185
17.0,JON_A,0.032561360623185
17.0,2190L,0.032561360623185
17.0,4808,0.032561360623185
17.0,3127L,0.032561360623185
17.0,7880C,0.032561360623185
18.0,PARX,0.0308913510399914
18.0,JON_A,0.0308913510399914
18.0,2190L,0.0308913510399914
18.0,4808,0.0308913510399914
18.0,3127L,0.0308913510399914
18.0,7880C,0.0308913510399914
19.0,PARX,0.0302775695874929
19.0,JON_A,0.0302775695874929
19.0,2190L,0.0302775695874929
19.0,4808,0.0302775695874929
19.0,3127L,0.0302775695874929
19.0,7880C,0.0302775695874929
20.0,PARX,0.0300773463888211
20.0,JON_A,0.0300773463888211
20.0,2190L,0.0300773463888211
20.0,4808,0.0300773463888211
20.0,3127L,0.0300773463888211
20.0,7880C,0.0300773463888211
21.0,PARX,0.0300192864928935
21.0,JON_A,0.0300192864928935
21.0,2190L,0.0300192864928935
21.0,4808,0.0300192864928935
21.0,3127L,0.0300192864928935
21.0,7880C,0.0300192864928935
22.0,PARX,0.030004303398248
22.0,JON_A,0.030004303398248
22.0,2190L,0.030004303398248
22.0,4808,0.030004303398248
22.0,3127L,0.030004303398248
22.0,7880C,0.030004303398248
23.0,PARX,0.0300008592407656
23.0,JON_A,0.0300008592407656
23.0,2190L,0.0300008592407656
23.0,4808,0.0300008592407656
23.0,3127L,0.0300008592407656
23.0,7880C,0.0300008592407656
24.0,PARX,0.0300001535194004
24.0,JON_A,0.0300001535194004
24.0,2190L,0.0300001535194004
24.0,4808,0.0300001535194004
24.0,3127L,0.0300001535194004
24.0,7880C,0.0300001535194004
