time_block,station,cost
0.0,PARX,0.0300771776229966
0.0,JON_A,0.0300771776229966
0.0,2190L,0.0300771776229966
0.0,4808,0.0300771776229966
0.0,3127L,0.0300771776229966
0.0,7880C,0.0300771776229966
1.0,PARX,0.0302769639449931
1.0,JON_A,0.0302769639449931
1.0,2190L,0.0302769639449931
1.0,4808,0.0302769639449931
1.0,3127L,0.0302769639449931
1.0,7880C,0.0302769639449931
2.0,PARX,0.030889406158072
2.0,JON_A,0.030889406158072
2.0,2190L,0.030889406158072
2.0,4808,0.030889406158072
2.0,3127L,0.030889406158072
2.0,7880C,0.030889406158072
3.0,PARX,0.0325557718666327
3.0,JON_A,0.0325557718666327
3.0,2190L,0.0325557718666327
3.0,4808,0.0325557718666327
3.0,3127L,0.0325557718666327
3.0,7880C,0.0325557718666327
4.0,PARX,0.0365718719967284
4.0,JON_A,0.0365718719967284
4.0,2190L,0.0365718719967284
4.0,4808,0.0365718719967284
4.0,3127L,0.0365718719967284
4.0,7880C,0.0365718719967284
5.0,PARX,0.0451217190225059
5.0,JON_A,0.0451217190225059
5.0,2190L,0.0451217190225059
5.0,4808,0.0451217190225059
5.0,3127L,0.0451217190225059
5.0,7880C,0.0451217190225059
6.0,PARX,0.0611356753301887
6.0,JON_A,0.0611356753301887
6.0,2190L,0.0611356753301887
6.0,4808,0.0611356753301887
6.0,3127L,0.0611356753301887
6.0,7880C,0.0611356753301887
7.0,PARX,0.0873667799681006
7.0,JON_A,0.0873667799681006
7.0,2190L,0.0873667799681006
7.0,4808,0.0873667799681006
7.0,3127L,0.0873667799681006
7.0,7880C,0.0873667799681006
8.0,PARX,0.1245818303649815
8.0,JON_A,0.1245818303649815
8.0,2190L,0.1245818303649815
8.0,4808,0.1245818303649815
8.0,3127L,0.1245818303649815
8.0,7880C,0.1245818303649815
9.0,PARX,0.1695404158249015
9.0,JON_A,0.1695404158249015
9.0,2190L,0.1695404158249015
9.0,4808,0.1695404158249015
9.0,3127L,0.1695404158249015
9.0,7880C,0.1695404158249015
10.0,PARX,0.2142202506671333
10.0,JON_A,0.2142202506671333
10.0,2190L,0.2142202506671333
10.0,4808,0.2142202506671333
10.0,3127L,0.2142202506671333
10.0,7880C,0.2142202506671333
11.0,PARX,0.2476305113863374
11.0,JON_A,0.2476305113863374
11.0,2190L,0.2476305113863374
11.0,4808,0.2476305113863374
11.0,3127L,0.2476305113863374
11.0,7880C,0.2476305113863374
12.0,PARX,0.2600632516928559
12.0,JON_A,0.2600632516928559
12.0,2190L,0.2600632516928559
12.0,4808,0.2600632516928559
12.0,3127L,0.2600632516928559
12.0,7880C,0.2600632516928559
13.0,PARX,0.2476305113863374
13.0,JON_A,0.2476305113863374
13.0,2190L,0.2476305113863374
13.0,4808,0.2476305113863374
13.0,3127L,0.2476305113863374
13.0,7880C,0.2476305113863374
14.0,PARX,0.2142202506671333
14.0,JON_A,0.2142202506671333
14.0,2190L,0.2142202506671333
14.0,4808,0.2142202506671333
14.0,3127L,0.2142202506671333
14.0,7880C,0.2142202506671333
15.0,PARX,0.1695404158249015
15.0,JON_A,0.1695404158249015
15.0,2190L,0.1695404158249015
15.0,4808,0.1695404158249015
15.0,3127L,0.1695404158249015
15.0,7880C,0.1695404158249015
16.0,PARX,0.1245818303649815
16.0,JON_A,0.1245818303649815
16.0,2190L,0.1245818303649815
16.0,4808,0.1245818303649815
16.0,3127L,0.1245818303649815
16.0,7880C,0.1245818303649815
17.0,PARX,0.0873667799681006
17.0,JON_A,0.0873667799681006
17.0,2190L,0.0873667799681006
17.0,4808,0.0873667799681006
17.0,3127L,0.0873667799681006
17.0,7880C,0.0873667799681006
18.0,PARX,0.0611356753301887
18.0,JON_A,0.0611356753301887
18.0,2190L,0.0611356753301887
18.0,4808,0.0611356753301887
18.0,3127L,0.0611356753301887
18.0,7880C,0.0611356753301887
19.0,PARX,0.0451217190225059
19.0,JON_A,0.0451217190225059
19.0,2190L,0.0451217190225059
19.0,4808,0.0451217190225059
19.0,3127L,0.0451217190225059
19.0,7880C,0.0451217190225059
20.0,PARX,0.0365718719967284
20.0,JON_A,0.0365718719967284
20.0,2190L,0.0365718719967284
20.0,4808,0.0365718719967284
20.0,3127L,0.0365718719967284
20.0,7880C,0.0365718719967284
21.0,PARX,0.0325557718666327
21.0,JON_A,0.0325557718666327
21.0,2190L,0.0325557718666327
21.0,4808,0.0325557718666327
21.0,3127L,0.0325557718666327
21.0,7880C,0.0325557718666327
22.0,PARX,0.030889406158072
22.0,JON_A,0.030889406158072
22.0,2190L,0.030889406158072
22.0,4808,0.030889406158072
22.0,3127L,0.030889406158072
22.0,7880C,0.030889406158072
23.0,PARX,0.0302769639449931
23.0,JON_A,0.0302769639449931
23.0,2190L,0.0302769639449931
23.0,4808,0.0302769639449931
23.0,3127L,0.0302769639449931
23.0,7880C,0.0302769639449931
24.0,PARX,0.0300771776229966
24.0,JON_A,0.0300771776229966
24.0,2190L,0.0300771776229966
24.0,4808,0.0300771776229966
24.0,3127L,0.0300771776229966
24.0,7880C,0.0300771776229966
