campaign_id,family,root,row_count,workflow_job_ids,report_links
capacity_deadline5_retry,production_or_historical,/home/nc437/ladder-lite/capacity_deadline5_retry_20260911_253588e,11,"[""872397"",""872398"",""872399"",""872400"",""872401"",""872402"",""872403"",""872404"",""872405"",""872406""]",[]
capacity_speed_pilot,controlled_physics_pilot,/home/nc437/ladder-lite/capacity_speed_pilot_20260910_v2_7d38efd,22,"[""772080"",""772082"",""772111"",""772112"",""772798"",""772826"",""772985"",""773334"",""773335"",""773336"",""773337"",""773338"",""773339"",""773341"",""773343"",""773437"",""773638"",""773706"",""773708"",""773710"",""773712"",""773714"",""774569""]",[]
capacity_timeout6_rerun,production_or_historical,/home/nc437/ladder-lite/capacity_speed_pilot_20260910_timeout6_rerun_7d38ef,5,"[""772080"",""811181"",""811182"",""811184"",""811192""]",[]
covering_complement75,production_or_historical,/home/nc437/ladder-lite/covering_complement75_20260911_21fbecb,232,"[""810454"",""810588"",""810589"",""812608"",""812619"",""812766"",""812767""]",[]
covering_rerun9,production_or_historical,/home/nc437/ladder-lite/covering_rerun9_20260909_21fbecb,32,"[""657972"",""659482"",""659492"",""669246"",""676020""]",[]
easy_k10_raw_split_replay,production_or_historical,/home/nc437/ladder-lite/easy_k10_raw_split_replay_20260908_9665429,2,"[""592976""]",[]
easy_raw6,production_or_historical,/home/nc437/ladder-lite/easy_trip_ladder_raw6_20260908_aaf83f6,19,[],[]
giro_small_cg_capacity_duals,small_reference_cg,/home/nc437/ladder-lite/giro_small_cg_capacity_duals_20260909,80,[],[]
giro_small_cg_newphysics,small_reference_cg,/home/nc437/ladder-lite/giro_small_cg_20260909,80,[],[]
greedy_event4,production_or_historical,/home/nc437/ladder-lite/greedy_event4_eaca565,14,"[""592992"",""592993""]",[]
heavy_raw6,production_or_historical,/home/nc437/ladder-lite/heavy_trip_ladder_raw6_20260908_9665429,19,[],[]
historical_cover_controls,production_or_historical,/home/nc437/ladder-lite/historical_cover_controls_20260909_bead344,5,[],[]
legacy_selected10_current2,production_or_historical,/home/nc437/ladder-lite/legacy_selected10_current2_20260908_bead344,7,[],[]
matched_tariff8,production_or_historical,/home/nc437/ladder-lite/matched_tariff8_20260908_a9a9720,49,"[""583447""]",[]
matched_tariff_peak12_peak18,production_or_historical,/home/nc437/ladder-lite/matched_tariff_peak12_peak18_a6e5059,50,"[""592644"",""592645""]",[]
nested84,production_or_historical,/home/nc437/ladder-lite/nested_probability_k2_15_fresh84_20260908_21fbecb,253,[],[]
nested_replication42,production_or_historical,/home/nc437/ladder-lite/nested_replication_p7_20_fresh42_20260909_0209d3e,127,[],[]
old70,production_or_historical,/home/nc437/ladder-lite/threshold_9_15_event_20260904_9bdbb17/pool_mip8h_20260908_2d7a21a07e,38,[],[]
overnight_cpu04_raw_controls,production_or_historical,/home/nc437/ladder-lite/overnight_cpu04_raw_controls_20260909,3,"[""598960"",""598961""]",[]
overnight_extension_20260912,production_or_historical,/home/nc437/ladder-lite/overnight_extension_20260912,228,"[""949572"",""949623"",""949624"",""949635"",""949636"",""949637"",""949638"",""949639"",""949680"",""949681"",""949682"",""949683"",""949684"",""949685"",""949686"",""949687"",""949688"",""949689"",""949690"",""949691"",""949692"",""949693"",""949694"",""949695"",""949696"",""949697"",""949698"",""949699"",""949700"",""949701"",""949702"",""949703"",""949704"",""949705"",""949706"",""949707"",""949708"",""949709"",""949710"",""949711"",""949712"",""949713"",""949714"",""949715"",""949716"",""949717"",""949718"",""949719"",""949720"",""949721"",""949722"",""949723"",""949724"",""949725"",""949726"",""949727"",""949728"",""949729"",""949730"",""949731"",""949732"",""949733"",""949734"",""949735"",""949736"",""949737"",""949738"",""949739"",""949740"",""949741"",""949742"",""949743"",""949744"",""949745"",""949746"",""949747"",""949748"",""949749"",""949750"",""949751"",""949752"",""949753"",""949754"",""949755"",""949756"",""949757"",""949758"",""949759"",""949760"",""949761"",""949763"",""949764"",""949765"",""949766"",""949767"",""949768"",""949769""]",[]
post_meeting_log_tails,solver_progress_log,/home/nc437/ladder-lite/stage2_cap_license_recovery_20260910_871d057,2,[],[]
scheduler_snapshot,scheduler,unknown,77,"[""537227"",""810296"",""810319"",""810320"",""810952"",""810953"",""810954"",""810955"",""810956"",""810957"",""810958"",""810959"",""810975"",""810994"",""810995"",""949624"",""949691"",""949692"",""949704"",""949705"",""949706"",""949749"",""949750"",""949752"",""949754"",""949756"",""949757"",""949758"",""949759"",""949760"",""949761"",""949763"",""949764"",""949765"",""949767"",""949769""]",[]
stage2_cap_license_recovery,production_or_historical,/home/nc437/ladder-lite/stage2_cap_license_recovery_20260910_871d057,3,"[""772009""]",[]
stage2_cap_saved_pool_reruns,production_or_historical,/home/nc437/ladder-lite/stage2_cap_saved_pool_reruns_20260910_15e781a,4,[],[]
supplemental:chain2_recovery_manifest,supplemental_audit,unknown,1,"[""15687"",""949704"",""949705"",""949706""]",[]
