cell_id,scale,selection_replicate,duty_id,trip_count,known_partition_continuously_feasible,known_partition_in_primary_expanded_space,fixed_sequence_pricing_certified,first_feasible_soc_step,first_feasible_block_min,nonrepresentability_reason,primary_soc_step,primary_block_min,adaptive_sensitivity_run,instance_file_sha256,ordered_trip_id_set_sha256,solver_local_trip_index_sha256,ordered_trip_sequence_sha256,trip_identity_schema
k03_s3,3,3,13319,27,True,False,True,1.0,5,no fixed-duty transition 32->33,15.0,10,True,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,58b741176a2a04a2fdbd97f6b53fa4af47845d2c7b2f16728bc6a75f3d2b9f15,c0edbccd404124dae80b80f600e8459f8bc3f3508e1901301a4101765178e9d2,5081087f90b625605596d7b21aefe13e7434daf388be109ea8bdfcac5868aa18,evsp-dr-trip-identity-v1
k03_s3,3,3,13323,8,True,True,True,15.0,10,,15.0,10,True,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,58b741176a2a04a2fdbd97f6b53fa4af47845d2c7b2f16728bc6a75f3d2b9f15,c0edbccd404124dae80b80f600e8459f8bc3f3508e1901301a4101765178e9d2,5081087f90b625605596d7b21aefe13e7434daf388be109ea8bdfcac5868aa18,evsp-dr-trip-identity-v1
k03_s3,3,3,13414,12,True,True,True,15.0,10,,15.0,10,True,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,58b741176a2a04a2fdbd97f6b53fa4af47845d2c7b2f16728bc6a75f3d2b9f15,c0edbccd404124dae80b80f600e8459f8bc3f3508e1901301a4101765178e9d2,5081087f90b625605596d7b21aefe13e7434daf388be109ea8bdfcac5868aa18,evsp-dr-trip-identity-v1
k05_s1,5,1,13302,50,True,False,True,1.0,5,no fixed-duty transition 24->26,15.0,10,True,fc10ac0707becb960364e76b8c1e1c414d5d5639cbc3b7dadaf67a77e03f5322,adfd3e457bb5cc0949c75e89d4864afed439e1c5fd8059e2fa3653013683b01c,7de95596d3401a0a888332041962b3f5908ac53503c5e0b6dfa8e2634ff034c1,3663cb70ac1b0580bd0a75dc54e52ec9fc145def081eeb794963675961294609,evsp-dr-trip-identity-v1
k05_s1,5,1,13408,11,True,False,True,1.0,5,no fixed-duty transition 32->39,15.0,10,True,fc10ac0707becb960364e76b8c1e1c414d5d5639cbc3b7dadaf67a77e03f5322,adfd3e457bb5cc0949c75e89d4864afed439e1c5fd8059e2fa3653013683b01c,7de95596d3401a0a888332041962b3f5908ac53503c5e0b6dfa8e2634ff034c1,3663cb70ac1b0580bd0a75dc54e52ec9fc145def081eeb794963675961294609,evsp-dr-trip-identity-v1
k05_s1,5,1,13410,15,True,False,True,1.0,5,no fixed-duty transition 49->55,15.0,10,True,fc10ac0707becb960364e76b8c1e1c414d5d5639cbc3b7dadaf67a77e03f5322,adfd3e457bb5cc0949c75e89d4864afed439e1c5fd8059e2fa3653013683b01c,7de95596d3401a0a888332041962b3f5908ac53503c5e0b6dfa8e2634ff034c1,3663cb70ac1b0580bd0a75dc54e52ec9fc145def081eeb794963675961294609,evsp-dr-trip-identity-v1
k05_s1,5,1,13411,14,True,False,False,,,no fixed-duty transition 46->53;blocked_through_1kwh_5min,15.0,10,True,fc10ac0707becb960364e76b8c1e1c414d5d5639cbc3b7dadaf67a77e03f5322,adfd3e457bb5cc0949c75e89d4864afed439e1c5fd8059e2fa3653013683b01c,7de95596d3401a0a888332041962b3f5908ac53503c5e0b6dfa8e2634ff034c1,3663cb70ac1b0580bd0a75dc54e52ec9fc145def081eeb794963675961294609,evsp-dr-trip-identity-v1
k05_s1,5,1,13412,15,True,True,True,15.0,10,,15.0,10,True,fc10ac0707becb960364e76b8c1e1c414d5d5639cbc3b7dadaf67a77e03f5322,adfd3e457bb5cc0949c75e89d4864afed439e1c5fd8059e2fa3653013683b01c,7de95596d3401a0a888332041962b3f5908ac53503c5e0b6dfa8e2634ff034c1,3663cb70ac1b0580bd0a75dc54e52ec9fc145def081eeb794963675961294609,evsp-dr-trip-identity-v1
k05_s2,5,2,13307,15,True,True,True,15.0,10,,15.0,10,True,6ffea0b8cd3a9d15846946f6828705dd3431b7bafc69bd572ca30ed4530d5cb8,ea0d8ab992af9a5197f384a8d54ac8e13e9087ce95d54e45c8b1230c34738518,e6c8b83a0a38c978d199f8542337640f7820a9567ac11561b69eed207dae19e9,1bd163a55ec517b12a7649b034f615ad9a00a0bb54b2922c1676c7c32cdd2a1b,evsp-dr-trip-identity-v1
k05_s2,5,2,13315,31,True,False,True,1.0,5,no fixed-duty transition 36->39,15.0,10,True,6ffea0b8cd3a9d15846946f6828705dd3431b7bafc69bd572ca30ed4530d5cb8,ea0d8ab992af9a5197f384a8d54ac8e13e9087ce95d54e45c8b1230c34738518,e6c8b83a0a38c978d199f8542337640f7820a9567ac11561b69eed207dae19e9,1bd163a55ec517b12a7649b034f615ad9a00a0bb54b2922c1676c7c32cdd2a1b,evsp-dr-trip-identity-v1
k05_s2,5,2,13326,21,True,False,True,1.0,5,no fixed-duty transition 57->61,15.0,10,True,6ffea0b8cd3a9d15846946f6828705dd3431b7bafc69bd572ca30ed4530d5cb8,ea0d8ab992af9a5197f384a8d54ac8e13e9087ce95d54e45c8b1230c34738518,e6c8b83a0a38c978d199f8542337640f7820a9567ac11561b69eed207dae19e9,1bd163a55ec517b12a7649b034f615ad9a00a0bb54b2922c1676c7c32cdd2a1b,evsp-dr-trip-identity-v1
k05_s2,5,2,13402,17,True,False,True,1.0,5,no fixed-duty transition 67->76,15.0,10,True,6ffea0b8cd3a9d15846946f6828705dd3431b7bafc69bd572ca30ed4530d5cb8,ea0d8ab992af9a5197f384a8d54ac8e13e9087ce95d54e45c8b1230c34738518,e6c8b83a0a38c978d199f8542337640f7820a9567ac11561b69eed207dae19e9,1bd163a55ec517b12a7649b034f615ad9a00a0bb54b2922c1676c7c32cdd2a1b,evsp-dr-trip-identity-v1
k05_s2,5,2,13407,17,True,False,True,2.5,10,no fixed-duty transition 93->95,15.0,10,True,6ffea0b8cd3a9d15846946f6828705dd3431b7bafc69bd572ca30ed4530d5cb8,ea0d8ab992af9a5197f384a8d54ac8e13e9087ce95d54e45c8b1230c34738518,e6c8b83a0a38c978d199f8542337640f7820a9567ac11561b69eed207dae19e9,1bd163a55ec517b12a7649b034f615ad9a00a0bb54b2922c1676c7c32cdd2a1b,evsp-dr-trip-identity-v1
k05_s3,5,3,13304,37,True,False,True,1.0,5,no fixed-duty transition 103->104,15.0,10,True,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,evsp-dr-trip-identity-v1
k05_s3,5,3,13305,30,True,False,True,1.0,5,no fixed-duty transition 36->37,15.0,10,True,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,evsp-dr-trip-identity-v1
k05_s3,5,3,13308,31,True,False,True,2.5,10,no fixed-duty transition 87->90,15.0,10,True,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,evsp-dr-trip-identity-v1
k05_s3,5,3,13413,15,True,False,True,1.0,5,no fixed-duty transition 47->53,15.0,10,True,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,evsp-dr-trip-identity-v1
k05_s3,5,3,13414,12,True,True,True,15.0,10,,15.0,10,True,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,evsp-dr-trip-identity-v1
k08_s1,8,1,13301,36,True,False,False,,,no fixed-duty transition 125->132;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13305,30,True,False,False,,,no fixed-duty transition 49->54;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13316m,23,True,False,False,,,no fixed-duty transition 128->134;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13318,33,True,False,False,,,no fixed-duty transition 139->146;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13325,42,True,False,False,,,no fixed-duty transition 72->78;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13403,14,True,False,False,,,no fixed-duty transition 115->133;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13405,13,True,False,False,,,no fixed-duty transition 51->62;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s1,8,1,13414,12,True,True,True,15.0,10,,15.0,10,False,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,0e1ac0596751786596cda622bbd09c5a1f66ba0c39e12a9bb8f70dc4cc7de2c7,b056d18c47dd4cf03c7444764f00d409c6a61b3612e28399330be5d996c79ac1,b1faaf670b8b8fdf42b4fbaae2b904d9cfbd63f8be21534560fa4c3b2e7fde5b,evsp-dr-trip-identity-v1
k08_s2,8,2,13304,37,True,False,False,,,no fixed-duty transition 165->167;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13305,30,True,False,False,,,no fixed-duty transition 55->61;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13309,22,True,True,True,15.0,10,,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13314,16,True,False,False,,,no fixed-duty transition 128->138;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13316uwt,21,True,False,False,,,no fixed-duty transition 124->133;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13322,26,True,False,False,,,no fixed-duty transition 71->74;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13403,14,True,False,False,,,no fixed-duty transition 115->131;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s2,8,2,13407,17,True,False,False,,,no fixed-duty transition 160->166;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1
k08_s3,8,3,13305,30,True,False,False,,,no fixed-duty transition 54->59;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13308,31,True,False,False,,,no fixed-duty transition 139->143;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13310,24,True,False,False,,,no fixed-duty transition 68->70;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13316m,23,True,False,False,,,no fixed-duty transition 119->123;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13323,8,True,True,True,15.0,10,,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13401,12,True,True,True,15.0,10,,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13403,14,True,False,False,,,no fixed-duty transition 106->122;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k08_s3,8,3,13404,17,True,False,False,,,no fixed-duty transition 77->87;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1
k13_s1,13,1,13308,31,True,False,False,,,no fixed-duty transition 225->234;adaptive_sensitivity_not_run_scale_gt5,15.0,10,False,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,f9c56b90588201d4c0d8ea779804afb8555aa122028dd2a83a875ab6802c9198,9bdb63d0d9d49cf42045daa071a2a1954bc574458c7826260eb3d74dd04cf780,5966d4d53e9f5e4d8fcb2460dab5501efc43cd6cc02888f8a349b6fbffaf50ad,evsp-dr-trip-identity-v1
k13_s1,13,1,13309,22,True,True,True,15.0,10,,15.0,10,False,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,f9c56b90588201d4c0d8ea779804afb8555aa122028dd2a83a875ab6802c9198,9bdb63d0d9d49cf42045daa071a2a1954bc574458c7826260eb3d74dd04cf780,5966d4d53e9f5e4d8fcb2460dab5501efc43cd6cc02888f8a349b6fbffaf50ad,evsp-dr-trip-identity-v1
