462811|st_cl_loc_spatial_7880C_x0p50|default_partition|PENDING|0:00|3:00:00|(Dependency)|afterok:462810(unfulfilled)
462808|st_cl_loc_spatial_3127L_x0p50|default_partition|PENDING|0:00|3:00:00|(Dependency)|afterok:462807(unfulfilled)
462805|st_cl_loc_spatial_PARX_x0p50|default_partition|PENDING|0:00|3:00:00|(Dependency)|afterok:462804(unfulfilled)
462802|st_cl_loc_flat|default_partition|PENDING|0:00|3:00:00|(Dependency)|afterok:462799(unfulfilled)
462742|st_cl_r21_gate_peak18|default_partition|PENDING|0:00|2:00:00|(Dependency)|afterok:462741(unfulfilled)
461854_[215-383%24]|v2g20_scen|default_partition|PENDING|0:00|6:00:00|(JobArrayTaskLimit)|(null)
476633_[31-119%24]|v2g22_da|default_partition|PENDING|0:00|6:00:00|(JobArrayTaskLimit)|(null)
476634_[72-143%16]|v2g21_hold|default_partition|PENDING|0:00|6:00:00|(JobArrayTaskLimit)|(null)
341319|rvS29_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341318(unfulfilled)
341318|rvS29_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341314(unfulfilled)
341315|rvS27_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341314(unfulfilled)
341314|rvS27_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341310(unfulfilled)
341311|rvS25_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341310(unfulfilled)
341310|rvS25_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341308(unfulfilled)
341309|rvS24_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341308(unfulfilled)
341308|rvS24_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341306(unfulfilled)
341307|rvS23_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341306(unfulfilled)
341306|rvS23_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341304(unfulfilled)
341305|rvS22_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341304(unfulfilled)
341304|rvS22_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341302(unfulfilled)
341303|rvS21_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341302(unfulfilled)
341302|rvS21_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341300(unfulfilled)
341301|rvS20_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341300(unfulfilled)
341300|rvS20_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341298(unfulfilled)
341299|rvS19_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341298(unfulfilled)
341298|rvS19_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldUser)|afterok:341294(unfulfilled)
341295|rvS17_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldUser)|afterok:341294(unfulfilled)
341294|rvS17_18E2cg|default_partition|PENDING|0:00|6:00:00|(JobHeldAdmin)|afterok:341292(failed)
341293|rvS16_18E2mip|default_partition|PENDING|0:00|1:15:00|(JobHeldAdmin)|afterok:341292(failed)
462814|st_cl_loc_spatial_JON_A_x0p50|default_partition|RUNNING|3:21|3:00:00|unicorn-cpu-75|(null)
462745|st_cl_r21_flat|default_partition|RUNNING|19:38|2:00:00|unicorn-cpu-01|(null)
462785|st_cl_r21_spatial_PARX_x1p25|default_partition|RUNNING|20:13|2:00:00|unicorn-cpu-74|(null)
462791|st_cl_r21_spatial_solar_parx_midday_free|default_partition|RUNNING|20:13|2:00:00|unicorn-cpu-75|(null)
462757|st_cl_r21_spatial_2190L_x0p75|default_partition|RUNNING|26:35|2:00:00|totient-cpu-06|(null)
462776|st_cl_r21_spatial_4808_x1p50|default_partition|RUNNING|26:35|2:00:00|unicorn-cpu-87|(null)
462773|st_cl_r21_spatial_4808_x1p25|default_partition|RUNNING|29:35|2:00:00|unicorn-cpu-87|(null)
468025_192|evspFD|default_partition|RUNNING|35:53|12:00:00|jingjie-cpu-05|(null)
468025_193|evspFD|default_partition|RUNNING|35:53|12:00:00|jingjie-cpu-05|(null)
468025_194|evspFD|default_partition|RUNNING|35:53|12:00:00|jingjie-cpu-05|(null)
467746_192|evspFD|default_partition|RUNNING|36:35|12:00:00|snavely-cpu-09|(null)
467746_195|evspFD|default_partition|RUNNING|36:35|12:00:00|sonic-cpu-02|(null)
467746_196|evspFD|default_partition|RUNNING|36:35|12:00:00|sonic-cpu-02|(null)
467746_197|evspFD|default_partition|RUNNING|36:35|12:00:00|sonic-cpu-02|(null)
467746_273|evspFD|default_partition|RUNNING|36:35|12:00:00|totient-cpu-05|(null)
467746_274|evspFD|default_partition|RUNNING|36:35|12:00:00|totient-cpu-07|(null)
467746_275|evspFD|default_partition|RUNNING|36:35|12:00:00|unicorn-cpu-87|(null)
462799|st_cg_loc_flat|default_partition|RUNNING|46:08|8:00:00|jingjie-cpu-19|(null)
462804|st_cg_loc_spatial_PARX_x0p50|default_partition|RUNNING|46:08|8:00:00|jingjie-cpu-18|(null)
462807|st_cg_loc_spatial_3127L_x0p50|default_partition|RUNNING|46:08|8:00:00|jingjie-cpu-18|(null)
462810|st_cg_loc_spatial_7880C_x0p50|default_partition|RUNNING|46:08|8:00:00|jingjie-cpu-18|(null)
462741|st_cg_r21_gate_peak18|default_partition|RUNNING|46:39|8:00:00|snavely-cpu-15|(null)
461854_214|v2g20_scen|default_partition|RUNNING|0:02|6:00:00|snavely-cpu-11|(null)
461854_213|v2g20_scen|default_partition|RUNNING|0:21|6:00:00|snavely-cpu-09|(null)
461854_211|v2g20_scen|default_partition|RUNNING|0:36|6:00:00|snavely-cpu-09|(null)
461854_212|v2g20_scen|default_partition|RUNNING|0:36|6:00:00|snavely-cpu-13|(null)
461854_210|v2g20_scen|default_partition|RUNNING|1:10|6:00:00|snavely-cpu-11|(null)
461854_208|v2g20_scen|default_partition|RUNNING|1:44|6:00:00|snavely-cpu-13|(null)
461854_209|v2g20_scen|default_partition|RUNNING|1:44|6:00:00|snavely-cpu-14|(null)
461854_207|v2g20_scen|default_partition|RUNNING|2:18|6:00:00|snavely-cpu-13|(null)
461854_206|v2g20_scen|default_partition|RUNNING|2:21|6:00:00|snavely-cpu-01|(null)
461854_205|v2g20_scen|default_partition|RUNNING|2:52|6:00:00|snavely-cpu-12|(null)
461854_202|v2g20_scen|default_partition|RUNNING|4:36|6:00:00|snavely-cpu-13|(null)
461854_203|v2g20_scen|default_partition|RUNNING|4:36|6:00:00|snavely-cpu-01|(null)
461854_204|v2g20_scen|default_partition|RUNNING|4:36|6:00:00|snavely-cpu-01|(null)
461854_201|v2g20_scen|default_partition|RUNNING|5:44|6:00:00|snavely-cpu-12|(null)
461854_200|v2g20_scen|default_partition|RUNNING|6:54|6:00:00|snavely-cpu-11|(null)
461854_198|v2g20_scen|default_partition|RUNNING|7:28|6:00:00|snavely-cpu-09|(null)
461854_199|v2g20_scen|default_partition|RUNNING|7:28|6:00:00|snavely-cpu-12|(null)
461854_197|v2g20_scen|default_partition|RUNNING|8:00|6:00:00|snavely-cpu-11|(null)
461854_195|v2g20_scen|default_partition|RUNNING|8:34|6:00:00|snavely-cpu-12|(null)
461854_196|v2g20_scen|default_partition|RUNNING|8:34|6:00:00|snavely-cpu-12|(null)
461854_192|v2g20_scen|default_partition|RUNNING|10:51|6:00:00|snavely-cpu-12|(null)
461854_189|v2g20_scen|default_partition|RUNNING|11:29|6:00:00|snavely-cpu-09|(null)
461854_185|v2g20_scen|default_partition|RUNNING|12:37|6:00:00|snavely-cpu-02|(null)
461854_186|v2g20_scen|default_partition|RUNNING|12:37|6:00:00|snavely-cpu-12|(null)
476633_29|v2g22_da|default_partition|RUNNING|0:02|6:00:00|snavely-cpu-13|(null)
476633_30|v2g22_da|default_partition|RUNNING|0:02|6:00:00|snavely-cpu-13|(null)
476633_26|v2g22_da|default_partition|RUNNING|0:21|6:00:00|snavely-cpu-13|(null)
476633_27|v2g22_da|default_partition|RUNNING|0:21|6:00:00|snavely-cpu-14|(null)
476633_28|v2g22_da|default_partition|RUNNING|0:21|6:00:00|snavely-cpu-14|(null)
476633_24|v2g22_da|default_partition|RUNNING|0:36|6:00:00|snavely-cpu-13|(null)
476634_71|v2g21_hold|default_partition|RUNNING|0:36|6:00:00|unicorn-cpu-74|(null)
476633_25|v2g22_da|default_partition|RUNNING|0:36|6:00:00|snavely-cpu-15|(null)
476634_69|v2g21_hold|default_partition|RUNNING|1:10|6:00:00|unicorn-cpu-74|(null)
476634_70|v2g21_hold|default_partition|RUNNING|1:10|6:00:00|unicorn-cpu-74|(null)
476634_67|v2g21_hold|default_partition|RUNNING|1:44|6:00:00|sonic-cpu-01|(null)
476634_68|v2g21_hold|default_partition|RUNNING|1:44|6:00:00|sonic-cpu-02|(null)
476634_66|v2g21_hold|default_partition|RUNNING|2:21|6:00:00|sonic-cpu-01|(null)
476634_64|v2g21_hold|default_partition|RUNNING|2:52|6:00:00|sonic-cpu-01|(null)
476634_65|v2g21_hold|default_partition|RUNNING|2:52|6:00:00|sonic-cpu-01|(null)
476634_48|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_4|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-14|(null)
476633_7|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-14|(null)
476633_8|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-14|(null)
476633_9|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-14|(null)
476633_10|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-14|(null)
476633_11|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_12|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_13|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_14|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_15|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_16|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-15|(null)
476633_18|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_19|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_20|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_21|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_22|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476633_23|v2g22_da|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-16|(null)
476634_49|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_50|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_51|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_52|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_53|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_54|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|snavely-cpu-17|(null)
476634_55|v2g21_hold|default_partition|RUNNING|8:21|6:00:00|unicorn-cpu-74|(null)
537227_[36-68%8]|tpmR2d7a25b33|scaglione|PENDING|0:00|10:30:00|(JobHeldUser)|(null)
